item_id,avg_item_price
6066,307980.0
13199,50999.0
7241,49782.0
7238,42000.0
14173,40900.0
13403,39990.5
5748,35132.857142857145
13503,34990.0
13448,34823.333333333336
2410,34713.5
13499,31623.88732394366
6674,30536.663194444445
13449,30041.2
5960,29999.0
6679,29990.0
12124,29814.235294117647
3143,29700.0
13440,29492.50662033279
475,29200.0
5909,28990.0
6678,28566.0
3142,28474.5
476,28050.0
13200,28000.0
102,27900.0
13406,27857.31517269737
13404,26988.2381761491
6676,26952.46028037383
13401,25553.78865411932
13443,25128.781783088234
13407,24893.065972222223
13442,24458.302655857413
12125,24451.571428571428
2411,23990.0
14170,23157.0
13441,22615.873381969974
13444,22437.699386503067
6675,22113.28757267974
1349,21990.0
13498,21797.070588235296
21483,21499.0
12118,21091.924397786457
4856,21050.0
20842,20899.0
6677,20330.56573052429
13405,18622.148010888744
7982,18570.144838517328
7240,18240.0
7983,18097.15512911792
20713,17999.0
4383,17799.0
5391,17406.833333333332
5568,17000.0
5392,16790.0
13400,16578.890396395596
20534,15999.0
13494,15050.67987804878
7938,14977.910375187053
477,14958.97435897436
13491,14776.853645224883
538,14500.0
7941,14277.154984183933
20835,14249.5
13492,14161.397068067528
13451,14088.045019923444
13486,14083.594464398071
11353,13924.32
103,13900.0
7942,13775.546017387218
7818,13750.0
13396,13674.361243938578
13493,13626.064285714287
6851,13599.0
4857,13546.0
13112,13499.0
13439,13460.764232405996
4384,13439.2
13490,13436.56129532155
13111,13431.425
13438,13344.282608695652
13497,13338.133341471354
13489,13292.233333333334
5099,13232.333333333334
13484,13182.555232657967
13478,13181.417118566176
478,13163.432835820895
7945,13141.280340129573
13495,13127.4875
13480,13083.54449006165
13481,13077.100475383255
13496,13075.348577008928
5770,12990.0
7553,12990.0
3838,12909.484375
14171,12900.0
13482,12793.78409090909
8530,12752.0
13485,12693.555980186855
13488,12670.212287235623
13483,12618.870201033775
5373,12576.0
13182,12499.0
13472,12498.0
7889,12490.0
13437,12483.237782118056
7239,12480.0
7946,12221.46080346201
13399,12220.998076950294
7903,12198.0
13487,12165.951205549569
7959,12158.5
11352,12121.0
8531,11975.0
7817,11900.0
15925,11899.0
7127,11800.0
6850,11776.888888888889
7022,11625.826086956522
15926,11599.0
13434,11570.875
13471,11544.854166666666
13424,11542.925048828125
13433,11526.676470588236
5376,11490.0
7989,11453.315789473685
7948,11419.013157894737
7906,11412.9
13473,11339.4
5318,11270.714285714286
13462,11220.875
13425,11179.783006184896
7944,11112.333333333334
13398,11037.52347995924
4863,10960.0
7962,10694.19245651533
13435,10654.934106045082
7021,10652.182113715278
6671,10466.937771267361
20543,10399.0
13474,10398.0
13479,10357.501676432292
13408,10287.805106026786
1653,10223.857142857143
7943,10199.92
13469,10198.0
13477,10194.0
7947,10176.004110307837
13436,10134.84322447696
7939,10118.28986672794
7901,10046.49388153699
13393,10031.198333333334
20452,9999.0
20925,9999.0
7896,9990.0
5648,9990.0
7940,9957.642852338577
4843,9942.98580195986
10214,9942.076927923386
13429,9932.019462661998
5375,9925.5
10213,9922.27363226387
4844,9869.601334635418
13422,9800.465893554687
836,9800.0
13397,9770.459432555857
13395,9665.44669189453
7958,9651.333333333334
1145,9627.57142857143
2783,9609.8515625
7237,9600.0
13420,9582.72530747992
13421,9576.5016015625
15853,9499.0
13430,9449.051263503086
7935,9445.51683910473
13468,9435.4375
13431,9407.174901804212
13465,9176.141304347826
5472,9102.815789473685
19923,9102.069235777244
7957,9072.3400390625
7902,9067.6
5374,9035.972741978769
5481,9017.913618607954
6665,9012.78123133957
9467,9000.0
13546,9000.0
11882,8999.0
13475,8998.0
1323,8949.0
1579,8907.363636363636
1578,8894.75
13428,8834.041198730469
20642,8799.0
5388,8790.0
5387,8790.0
6673,8729.100727468298
8529,8717.2001953125
7819,8686.451612903225
1970,8676.15909090909
6664,8657.275013316761
8170,8625.52
796,8500.0
483,8500.0
19418,8499.0
10212,8463.007343947285
21482,8430.0
7821,8289.871459960938
13427,8285.843137254902
5831,8249.0
13466,8244.069690131153
13426,8205.220149253732
6672,8151.90675452544
13423,8025.171430518065
7988,7999.0
13476,7998.0
4860,7998.0
5767,7990.0
7668,7966.666666666667
13467,7958.423960367839
13432,7956.496343845274
7229,7818.785714285715
20666,7749.0
5371,7726.777777777777
10144,7664.517241379311
7905,7614.775314331055
3758,7599.0
3011,7595.0
3756,7577.591549295775
8186,7549.0
8184,7549.0
8185,7549.0
4861,7541.097378954475
4897,7528.111111111111
10156,7499.0
15871,7499.0
5765,7490.0
5368,7490.0
4896,7479.956241291799
20419,7440.76
2784,7408.269995117187
10155,7399.0
7822,7384.454545454545
5372,7290.0
20801,7212.636363636364
15191,7199.0
7963,7193.049103338069
16109,7159.666666666667
5422,7150.0
5429,7150.0
1545,7057.742574257426
10351,7039.0
15574,7020.923076923077
928,7000.0
5563,7000.0
3757,6999.0
3839,6999.0
3755,6999.0
7228,6990.0
1345,6990.0
7648,6990.0
2413,6937.058823529412
7667,6900.0
15905,6899.75
4472,6890.0
8187,6882.333333333333
17022,6770.428571428572
3484,6764.469696969697
1544,6690.951130319149
1546,6655.9047619047615
1185,6650.0
15575,6564.130434782609
1652,6540.538461538462
9001,6525.958457253196
13738,6499.333333333333
4311,6499.0
5769,6490.0
789,6480.0
13751,6399.0
13752,6399.0
2292,6370.285714285715
2414,6362.333333333333
5317,6169.0
13561,6124.0
13553,6103.347826086957
17093,6077.5
5613,6053.703305415784
15870,6042.333333333333
5877,6031.933333333333
926,6000.0
495,6000.0
20679,5999.0
11871,5999.0
20415,5999.0
20668,5999.0
20458,5999.0
1587,5999.0
7897,5990.0
5650,5990.0
7634,5990.0
2219,5989.821428571428
1586,5978.616426013765
8118,5976.7692307692305
2691,5975.025
1817,5967.033333333334
3737,5952.0646815146165
1816,5943.038899739583
17013,5942.210710797991
3736,5927.805668345669
4214,5900.0
20645,5899.0
21993,5899.0
5752,5898.68994140625
17015,5879.0
5656,5865.634146341464
2638,5857.0
5564,5833.333333333333
1500,5818.138888888889
39,5813.285714285715
5763,5790.0
4852,5772.0
4850,5772.0
8119,5771.818181818182
1629,5770.444444444444
1945,5766.302325581395
1499,5753.32346089681
7644,5753.0048828125
20410,5729.1
1944,5725.517241379311
21994,5725.498133995721
17023,5704.882352941177
17021,5699.0
10145,5699.0
2692,5651.876549030172
21353,5636.14259080763
7904,5608.4
13470,5598.0
2291,5573.53857421875
19608,5550.0
7955,5500.6
8532,5500.0
3781,5499.0
20601,5499.0
20665,5499.0
16794,5499.0
20637,5499.0
8117,5498.979996744792
2791,5481.589161408253
1547,5479.598112286262
2792,5453.470588235294
15067,5452.358344184027
7956,5426.292482020492
20453,5399.0
1155,5390.0
7812,5365.771076393322
20520,5365.666666666667
2412,5354.968085106383
2409,5350.048780487805
7815,5338.8700528758
4473,5328.823529411765
20412,5298.983317057292
7796,5209.092592592592
7128,5200.0
20420,5199.0
5183,5154.989990234375
1157,5132.857142857143
5766,5124.789772727273
13502,5114.871442522322
20414,5108.25
5657,5077.216426688106
7569,5047.25244140625
842,5000.0
15894,4999.000697544643
21339,4999.0
4326,4999.0
18062,4999.0
5755,4993.0
8453,4990.0
8454,4990.0
1346,4990.0
3013,4990.0
10356,4958.057971014493
1549,4955.8522707760985
10354,4953.754716981132
10352,4946.568147786458
5751,4942.476190476191
1361,4940.0
104,4900.0
14172,4900.0
8214,4899.0
5651,4898.918891059027
7878,4896.858208955224
1605,4890.0
10355,4854.443877551021
3776,4849.0
4858,4846.0
5424,4840.0
5124,4839.0
11920,4831.079182942708
8442,4824.0
13596,4799.0
13201,4799.0
1153,4754.022727272727
14991,4749.0
5316,4723.363636363636
6411,4720.0
7300,4699.0
7281,4699.0
3449,4695.87186444816
8456,4690.0
20846,4677.571428571428
830,4656.25
4840,4644.39263083718
6668,4626.881921268204
9000,4623.816414311247
5427,4620.0
2289,4613.79012345679
20583,4599.0
16826,4592.545840464308
4842,4581.442307692308
837,4577.0
831,4571.906976744186
496,4568.247917175293
8448,4565.801190330869
5565,4555.333333333333
20718,4545.146146334135
835,4544.208469055375
13500,4531.183349609375
2290,4518.8
5383,4516.315789473684
6666,4500.304696626752
1582,4499.0
5212,4499.0
7073,4499.0
1,4490.0
5016,4490.0
5019,4490.0
12120,4486.975
7608,4482.5
6170,4481.705128205128
7224,4476.736910532756
1581,4463.685185185185
2790,4461.5
13501,4455.582170758928
2788,4454.552028346706
5213,4449.405405405405
15855,4448.779947916667
5211,4431.037037037037
5670,4400.2764705882355
19965,4399.0
4403,4399.0
13542,4382.685647130465
5017,4381.793103448276
5876,4373.785714285715
2220,4366.909090909091
1498,4363.297726755185
7816,4349.033898305085
22169,4349.0
7795,4329.13202247191
3952,4322.263157894737
7797,4318.375209263393
5214,4315.5
16001,4299.0
4851,4290.2
1152,4290.0
5668,4290.0
3450,4267.047619047619
3448,4261.943668619791
7074,4247.193548387097
5750,4239.027777777777
10146,4220.2307692307695
20714,4199.0
15869,4199.0
19964,4199.0
13113,4199.0
15861,4199.0
2785,4198.579234972678
10149,4163.130434782609
7562,4149.0
1971,4141.849134324597
5749,4090.0
3451,4040.0
7640,4040.0
6693,4026.03125
5020,4000.0
20661,3999.0
16185,3999.0
1591,3999.0
14993,3999.0
5005,3999.0
9473,3999.0
20678,3999.0
20022,3999.0
20423,3999.0
14984,3999.0
17642,3999.0
2510,3999.0
12304,3999.0
14983,3999.0
3759,3999.0
20449,3999.0
20446,3999.0
20021,3999.0
20447,3999.0
15873,3999.0
14992,3998.97998046875
4895,3992.050446060231
5018,3990.0
5386,3990.0
5382,3990.0
5612,3986.8365871263586
1548,3984.1735079300965
5003,3984.057471264368
4894,3983.022011565118
1969,3978.481998887173
7223,3973.722889599879
12212,3965.7863729288288
4841,3959.1005859375
3696,3948.5185185185187
12214,3948.381631656569
11354,3947.7203986922555
10353,3938.9977756076387
4839,3936.641876220703
6141,3936.574951171875
1584,3932.7121193625712
1583,3932.548093186211
12213,3931.78
4853,3920.0
4855,3920.0
4862,3920.0
6171,3915.144230769231
5764,3914.090909090909
3351,3908.440507368608
4174,3900.0
4193,3900.0
4195,3900.0
4215,3900.0
3034,3899.0
21774,3899.0
19488,3898.89990234375
3733,3893.5168830835078
4829,3892.75
4194,3890.0
7813,3890.0
11104,3885.0
7800,3880.1762295081967
3353,3877.688273111979
1166,3870.0
21775,3859.9800048828124
5207,3848.769230769231
1550,3839.8823529411766
17559,3836.25
5041,3829.722933851523
1504,3826.1872157266694
5042,3821.5806451612902
4830,3817.181818181818
5379,3810.0
1503,3808.0198412698414
5281,3800.0
21518,3799.0
5907,3799.0
6800,3799.0
18103,3799.0
6801,3799.0
18106,3791.0123391807624
16236,3762.8888888888887
7814,3762.004395872682
15885,3757.14606741573
18101,3750.5991762222784
7823,3740.0
1592,3739.4
5420,3730.0
3482,3719.160567120808
2516,3705.818181818182
17505,3704.8227848101264
3483,3704.0
20490,3699.0
6805,3699.0
18107,3697.6666666666665
15052,3694.1020439521417
1606,3690.0
1542,3686.8996626420453
4166,3683.6666666666665
4616,3674.862068965517
17737,3667.1724137931033
3950,3663.676470588235
7633,3649.0
2789,3646.1428571428573
13411,3634.1849135044645
11924,3602.4117647058824
5567,3600.0
7136,3599.0
7057,3599.0
14105,3599.0
2787,3592.25
5666,3590.835011185682
6692,3588.2391304347825
5617,3585.7894736842104
9900,3581.1164186392257
4722,3580.186567164179
1543,3575.470588235294
5206,3572.7354854460687
1814,3566.6393796276134
1815,3559.6295913384884
4721,3558.103213077527
1404,3551.6564875422296
2786,3548.3571428571427
7801,3539.7020202020203
3447,3539.2839159131886
15923,3539.0
18105,3536.2860717773438
14985,3532.3333333333335
17659,3517.749006396812
17654,3511.338746445643
16110,3508.45524447572
3558,3499.9226118208053
15173,3499.0
6952,3499.0
3948,3499.0
3073,3499.0
5989,3499.0
1965,3499.0
2474,3498.742850167411
12298,3498.5
8059,3496.978727213542
8455,3496.9384949323044
7134,3493.285714285714
3837,3493.11715359158
17736,3490.0
1182,3490.0
10211,3489.9815041318584
20491,3488.375
3072,3488.1976909834084
20489,3484.714285714286
4416,3478.4117647058824
3263,3477.0065385867388
10210,3473.394982954762
7799,3472.527027027027
1037,3470.952961672474
5754,3464.8169014084506
7639,3460.0
3741,3456.0790565268508
1403,3453.190789473684
3951,3452.3333333333335
3740,3451.6885928808083
9474,3449.0
17750,3446.6981460895945
7794,3442.616767266456
2878,3431.5112540069717
7605,3430.0
2876,3428.9379353734907
5384,3425.294117647059
3387,3411.25
3735,3408.289093792136
5753,3408.1481481481483
2879,3401.7555519386574
2877,3401.090954503269
13183,3399.0
9470,3399.0
8349,3399.0
13181,3399.0
5501,3399.0
19487,3393.285714285714
7547,3390.0
13459,3383.9881656804732
15868,3357.566761997768
13110,3352.78125
19489,3349.0
4337,3342.021400146484
5377,3340.5
13541,3336.939655172414
1158,3330.0
5914,3329.769230769231
5385,3327.0
19439,3325.430244682275
3264,3324.0
20402,3323.309051513672
1190,3314.1666666666665
5497,3303.482353659237
5282,3300.0
927,3300.0
793,3300.0
18102,3299.0
14108,3299.0
1573,3299.0
15942,3298.9166666666665
16825,3297.1597173137047
5671,3296.9298316217237
5879,3290.0
7227,3290.0
1159,3290.0
794,3286.9565217391305
5669,3286.49345152784
2218,3284.362095986643
2036,3275.1111111111113
1189,3267.1428571428573
2285,3261.1984051601207
13516,3255.579431585217
5592,3255.2486161614343
5380,3251.783575528773
15767,3250.0
839,3249.0233743676004
15864,3249.0
795,3238.0448778105947
2035,3235.1042361789277
482,3230.2604514439354
12119,3227.505882352941
3949,3226.8888888888887
7577,3225.0
829,3219.0240441319684
19979,3199.0
19977,3199.0
19971,3199.0
5908,3199.0
19976,3199.0
5906,3199.0
19974,3199.0
19975,3199.0
2166,3199.0
19980,3199.0
19968,3199.0
19972,3199.0
19970,3198.965862405711
2315,3198.5
1628,3198.489990234375
7219,3198.0
14152,3193.9257139867664
20433,3191.9285714285716
19969,3188.5263157894738
19967,3187.9444444444443
13456,3185.1111111111113
7890,3183.4347826086955
4997,3175.4413230410228
16792,3174.538162374051
11826,3171.0
15174,3169.0
5638,3168.8935708805006
3346,3166.6686581785575
16793,3162.3846816530654
3042,3161.3529411764707
3031,3156.1124990035078
2817,3153.794252971263
7578,3150.0
7599,3150.0
5985,3149.0
14986,3145.679996744792
1942,3145.063829787234
20910,3139.0
20717,3138.9580735426684
8060,3137.727594504793
14153,3134.323529411765
9472,3133.4567057291665
9476,3132.3333333333335
7154,3132.0
1881,3131.467553490991
2295,3130.2309838598903
5545,3129.75
17760,3128.125
5911,3122.2043519176136
21363,3113.4055560076677
4603,3111.75
3244,3105.790969537229
7877,3097.654205607477
5878,3090.0
5631,3079.18115942029
3237,3074.725394325389
5709,3072.0
14987,3071.0
14989,3065.6666666666665
10227,3064.949998938519
7899,3060.032258064516
5672,3060.004911921098
20643,3058.063631924716
8112,3052.967741935484
2314,3031.5
5381,3025.1869918699185
1183,3024.6666666666665
7929,3020.528660733935
5389,3018.5
1509,3015.6666666666665
3245,3011.560606060606
3462,3010.85033605141
13517,3008.6001802073965
5663,3004.8200303819444
20370,3002.3701171875
2698,3001.3369780815974
20369,3000.68505859375
3010,3000.0
6102,3000.0
19479,2999.0
6614,2999.0
14251,2999.0
5957,2999.0
15889,2999.0
15172,2999.0
4983,2999.0
6994,2999.0
9477,2999.0
19478,2999.0
17678,2999.0
13574,2999.0
4055,2999.0
4056,2999.0
14151,2999.0
9475,2999.0
9471,2999.0
15163,2999.0
20371,2999.0
5002,2999.0
10505,2999.0
6995,2998.9444444444443
7153,2998.0
7892,2995.4718172940343
1170,2995.0
4390,2994.5647116268383
4388,2993.654778374566
15165,2990.695003255208
12467,2989.038770053476
6739,2987.376848419254
7861,2986.6295543502133
17655,2985.932944937928
15162,2985.6446668836807
5739,2985.046511627907
8489,2984.0
6569,2982.6923076923076
5004,2981.6923076923076
13510,2979.6212538746204
17660,2978.754682419617
17661,2978.0313657103466
3182,2977.9024551123903
2815,2974.427868852459
5912,2974.0
7837,2973.647854054887
1508,2972.4634146341464
20641,2971.0
1514,2970.868686868687
3171,2969.0
15169,2968.1234052942154
7927,2965.269747488839
17656,2965.2454208297345
15167,2961.5
2762,2959.0
4588,2959.0
1524,2955.4952757827878
3345,2954.3070866141734
5706,2950.0
6571,2945.8399032201523
7724,2943.745331593049
7579,2940.0
4998,2933.468333708934
6786,2929.769230769231
19978,2929.75
3352,2928.63039249253
7928,2925.6415723717732
17462,2925.0
3350,2921.8348601310486
7859,2918.4593709309897
6807,2917.4615384615386
7725,2913.762965002725
9904,2911.5081321614584
16025,2910.701515891335
2591,2909.5140751591434
1172,2908.3333333333335
5378,2907.573202295241
1501,2905.886276136237
2297,2902.4936883644978
7925,2901.9723803799075
5425,2900.0
5280,2900.0
5562,2900.0
4173,2900.0
4196,2900.0
4198,2900.0
13545,2899.0
2839,2899.0
14764,2899.0
18009,2899.0
2838,2899.0
19431,2898.9826941856973
3032,2895.5886459350586
6929,2895.402939740349
4926,2890.0
4928,2890.0
4547,2890.0
7610,2890.0
2513,2889.909090909091
2284,2889.8201119140626
2915,2889.6198749602027
4993,2888.1168433856756
3499,2879.9523809523807
11289,2879.0
7546,2875.760009765625
2286,2873.449238048735
2916,2872.363790684228
16183,2871.105464964874
20362,2870.859375
3030,2862.698630136986
7936,2861.5109064275566
4336,2861.4983446919327
6570,2860.928125
13560,2857.821380955074
8452,2856.180154625638
4338,2855.8625002774324
5044,2855.730769230769
4494,2852.6111915032593
18415,2852.0
1594,2851.6666666666665
14766,2849.0
2183,2849.0
12288,2848.25
2294,2846.0383204662894
2287,2845.2222585370464
6630,2844.3116723037347
20360,2842.964285714286
4548,2833.968906402588
3347,2831.272520483994
2268,2827.450480320915
18519,2825.6481481481483
2296,2817.5213082229034
7076,2815.562526773786
1607,2815.0
4197,2813.5
5517,2813.285714285714
4395,2812.2654920407863
1232,2812.0652173913045
7723,2810.348207535282
7600,2810.0
1882,2808.090909090909
3438,2807.3471927744818
6806,2805.25
1188,2800.0
3439,2799.9295966315162
16007,2799.0
5857,2799.0
19485,2799.0
3722,2799.0
16204,2798.907156808036
12303,2798.0
5043,2795.153846153846
5609,2792.529411764706
2430,2783.349921439625
3919,2783.310712541853
5390,2780.0
5676,2778.205882352941
